Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
1,134,446,375.3999938964844,52.29999923706055,-323.0999946594238,-0.8606819390319912,134,446,312
1,528,986,89.0,551.0,462.0,5.191011235955056,528,986,458
1,427,986,76.5,551.0,474.5,6.2026143790849675,427,986,559
265,134,986,375.3999938964844,551.0,46534.00161743164,0.46776773830192675,134,986,852
