Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
1,134,446,375.3999938964844,52.29999923706055,-323.0999946594238,-0.8606819390319912,134,446,312
1,528,984,89.0,507.54998779296875,418.54998779296875,4.702808851606391,528,984,456
1,427,984,76.5,507.54998779296875,431.04998779296875,5.634640363306781,427,984,557
265,134,984,375.3999938964844,507.54998779296875,35019.74838256836,0.35202449665708957,134,984,850
