Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration,EntryDate,ExitDate
1307,175,736,76.5,578.0,655460.5,6.555555555555555,175,736,561,2022-09-14 00:00:00+00:00,2024-12-06 00:00:00+00:00
