Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration,EntryDate,ExitDate
492,120,367,203.10000610351562,577.0,183958.7969970703,1.8409649564752635,120,367,247,2023-12-12 00:00:00+00:00,2024-12-05 00:00:00+00:00
